target_name,all-associations,count-per-association
Alexander Dobrindt,politiker,3
Alexander Dobrindt,csu,3
Alexander Dobrindt,cdu,2
Alexander Dobrindt,verkehr?,1
Alexander Dobrindt,irgendwie habe ich ihn negativ gespeichert,1
Alexander Dobrindt,verkehr,1
Alexander Dobrindt,funktionär,1
Alexander Dobrindt,landesgruppenchef,1
Alexander Dobrindt,unsympathisch,1
Alexander Dobrindt,intrigant,1
Alexander Dobrindt,rechts,1
Alexander Dobrindt,maut,1
Alexander Dobrindt,negativschlagzeilen,1
Alexander Dobrindt,ehemaliger verkehrsminister,1
Alexander Dobrindt,minister,1
Alexander Dobrindt,cdu-politiker,1
Alexander Dobrindt,brille,1
Alexander Dobrindt,abgeordneter im bundestag,1
Alexander Gauland,afd,11
Alexander Gauland,politiker,8
Alexander Gauland,alt,2
Alexander Gauland,nazi,2
Alexander Gauland,populist,2
Alexander Gauland,rassismus,1
Alexander Gauland,gefahr,1
Alexander Gauland,rechts,1
Alexander Gauland,jurist,1
Alexander Gauland,faschist,1
Alexander Gauland,ehemals cdu,1
Alexander Gauland,lustig,1
Alexander Gauland,cdu,1
Alexander Gauland,rechtspopulist,1
Alexander Gauland,gebildet,1
Alexander Gauland,rechtsextrem,1
Alexander Gauland,ehemaliger vositzender der afd,1
Alexander Gauland,fliegenschiss,1
Alice Weidel,afd,12
Alice Weidel,lesbisch,7
Alice Weidel,rechts,3
Alice Weidel,politikerin,3
Alice Weidel,nazi,3
Alice Weidel,politik,2
Alice Weidel,deutschland,1
Alice Weidel,lebt mit einer frau zusammen,1
Alice Weidel,verheiratet,1
Alice Weidel,ausländerfeindlich,1
Alice Weidel,afd-politikerin,1
Alice Weidel,menschenfeindin,1
Alice Weidel,wohnt in der schweiz,1
Alice Weidel,rechtsradikal,1
Alice Weidel,empathielos,1
Alice Weidel,hinterhältig,1
Alice Weidel,bösartig,1
Alice Weidel,ex-unternehmerin,1
Alice Weidel,scharfe kritikerin im bundestag,1
Alice Weidel,spricht mandarin,1
Alice Weidel,schweiz,1
Alice Weidel,queer,1
Alice Weidel,kontrovers,1
Alice Weidel,scheiße-attacke,1
Alice Weidel,blöd,1
Alice Weidel,vorsitzende der afd,1
Alice Weidel,kommt aus der schweiz,1
Alice Weidel,power-frau,1
Alice Weidel,ökonomin,1
Alice Weidel,homosexuell,1
Alice Weidel,mutter,1
Alice Weidel,bundestagsabgeordnete,1
Andrea Nahles,spd,5
Andrea Nahles,politikerin,2
Andrea Nahles,ehemalige politikerin,2
Andrea Nahles,politiker,1
Andrea Nahles,ministerin,1
Andrea Nahles,ex-ministerin,1
Andrea Nahles,links,1
Andrea Nahles,ehemalige arbeitsministerin,1
Andrea Nahles,bundestag,1
Andrea Nahles,frau,1
Andrea Nahles,agentur für arbeit,1
Andrea Nahles,gesang,1
Andrea Nahles,weitestgehend unbekannt,1
Andrea Nahles,bundesministerium für arbeit,1
Andreas Scheuer,csu,4
Andreas Scheuer,politiker,3
Andreas Scheuer,cdu,3
Andreas Scheuer,maut,2
Andreas Scheuer,verkehrsminister,2
Andreas Scheuer,inkompetent,2
Andreas Scheuer,ehemaliger verkehrsminister,2
Andreas Scheuer,unnütz,1
Andreas Scheuer,politik,1
Andreas Scheuer,maut-skandal,1
Andreas Scheuer,korrupt,1
Andreas Scheuer,transport,1
Andreas Scheuer,unpopulär,1
Andreas Scheuer,ex-verskehrsminister,1
Andreas Scheuer,absolut inkompetent,1
Andreas Scheuer,beratungsresistent,1
Andreas Scheuer,korruption,1
Andreas Scheuer,bescheuert,1
Andreas Scheuer,verschwendung von steuergeldern für das mautprojekt,1
Andreas Scheuer,deutscher politiker,1
Andreas Scheuer,"""andi""",1
Angela Merkel,cdu,10
Angela Merkel,bundeskanzlerin,4
Angela Merkel,politik,3
Angela Merkel,raute,3
Angela Merkel,mutti,2
Angela Merkel,kanzlerin,2
Angela Merkel,deutschland,2
Angela Merkel,ehemalige bundeskanzlerin,2
Angela Merkel,"""wir schaffen das""",2
Angela Merkel,ex-kanzlerin,2
Angela Merkel,flüchtlingskrise,2
Angela Merkel,mächtigste frau der welt,1
Angela Merkel,cdu-politikerin,1
Angela Merkel,aus dem osten,1
Angela Merkel,bundeskanzlerin für 16 jahre,1
Angela Merkel,sehr starkes rollenmodell,1
Angela Merkel,erste frau im bundeskanzleramt,1
Angela Merkel,muddi,1
Angela Merkel,angst vor putins hund,1
Angela Merkel,politikerin,1
Angela Merkel,neoliberal,1
Angela Merkel,atomausstieg,1
Angela Merkel,machtbesessen,1
Angela Merkel,undurchsichtig,1
Angela Merkel,ehemalige deutsche kanzlerin,1
Angela Merkel,jetzt im ruhestand,1
Angela Merkel,bedächtig,1
Angela Merkel,uckermark,1
Angela Merkel,das internet ist für uns alle neuland,1
Angela Merkel,merkel-raute,1
Angela Merkel,ehemalige sed,1
Angela Merkel,ehemalige kanzlerin,1
Angela Merkel,fußball,1
Angela Merkel,physik,1
Angela Merkel,kanzlerin für 16 jahre,1
Angela Merkel,politischer stillstand,1
Angela Merkel,asylanten-krise,1
Angela Merkel,abschalten von atomkraftwerken,1
Angela Merkel,ddr,1
Annalena Baerbock,grüne,9
Annalena Baerbock,außenministerin,9
Annalena Baerbock,die grünen,3
Annalena Baerbock,politikerin,2
Annalena Baerbock,politik,2
Annalena Baerbock,inkompetent,1
Annalena Baerbock,deutschland,1
Annalena Baerbock,geldverschwenderin,1
Annalena Baerbock,blamabel,1
Annalena Baerbock,lebenslauf-skandal,1
Annalena Baerbock,die grüne,1
Annalena Baerbock,bundestag,1
Annalena Baerbock,ungebildet,1
Annalena Baerbock,sprachlich schlecht,1
Annalena Baerbock,milf,1
Annalena Baerbock,grün,1
Annalena Baerbock,verteidigungsministerin,1
Annalena Baerbock,ampel,1
Annalena Baerbock,modern,1
Annalena Baerbock,gebildet,1
Annalena Baerbock,zaghaft,1
Annalena Baerbock,deutsche außenministerin,1
Annalena Baerbock,sehr engagiert,1
Annalena Baerbock,weltweit unterwegs,1
Annalena Baerbock,trägt einfarbige kleider,1
Annalena Baerbock,scheut sich nicht klartext zu sprechen,1
Annalena Baerbock,verpeilt,1
Annalena Baerbock,hat lebenslauf gefälscht,1
Annalena Baerbock,politiker,1
Annalena Baerbock,"""feministische"" außenpolitik",1
Annalena Baerbock,hat ortskräfte in afghanistan verrecken lassen,1
Annalena Baerbock,ukraine-krieg,1
Annalena Baerbock,irgendwie fake,1
Annalena Baerbock,völlig unfähig,1
Annalena Baerbock,idiologin,1
Annalena Baerbock,schlechte englisch-sprachkenntnisse,1
Annalena Baerbock,plagiatorin,1
Anton Hofreiter,politiker,3
Anton Hofreiter,lange haare,3
Anton Hofreiter,grüner,2
Anton Hofreiter,grüne,2
Anton Hofreiter,grüne partei,1
Anton Hofreiter,schlechte frisur,1
Anton Hofreiter,grün,1
Anton Hofreiter,waffenlieferungen,1
Anton Hofreiter,biologe,1
Anton Hofreiter,grünen-politiker,1
Anton Hofreiter,bayer,1
Anton Hofreiter,verantwortungsvoll,1
Anton Hofreiter,intelligent,1
Anton Hofreiter,eigene sichtweise,1
Anton Hofreiter,frisur,1
Anton Hofreiter,bayern,1
Anton Hofreiter,bringt im interview immer klare,1
Anton Hofreiter,treffende äußerungen,1
Anton Hofreiter,bundestag,1
Anton Hofreiter,haare,1
Anton Hofreiter,rechtspopulistisch,1
Anton Hofreiter,corona-verschwörung,1
Anton Hofreiter,österreich,1
Anton Hofreiter,die grünen,1
Anton Hofreiter,doktor,1
Anton Hofreiter,politiker von den grünen,1
Anton Hofreiter,starke unterstützung für waffenlieferungen an die ukraine,1
Anton Hofreiter,bündnis 90,1
Anton Hofreiter,klimaidiologe,1
Anton Hofreiter,bundestagsabgeordneter,1
Armin Laschet,cdu,10
Armin Laschet,politiker,5
Armin Laschet,nrw,4
Armin Laschet,lachen,2
Armin Laschet,inkompetent,2
Armin Laschet,politik,2
Armin Laschet,kanzlerkandidat,2
Armin Laschet,ahrtal,1
Armin Laschet,skandal,1
Armin Laschet,dick,1
Armin Laschet,kein charisma,1
Armin Laschet,katastrophen-lacher,1
Armin Laschet,überschwemmung,1
Armin Laschet,unsouverän,1
Armin Laschet,ex-cdu spitzenkandidat,1
Armin Laschet,rechts,1
Armin Laschet,verlierer,1
Armin Laschet,söder,1
Armin Laschet,bundestagsabgeordneter,1
Armin Laschet,schlimm,1
Armin Laschet,gespannt,1
Armin Laschet,schüchtern,1
Armin Laschet,cdu-politiker,1
Armin Laschet,die wahlen verloren,1
Armin Laschet,ministerpräsident nrw,1
Armin Laschet,gescheiterter kanzlerkandidat,1
Armin Laschet,ehemaliger ministerpräsident nrw,1
Armin Laschet,video aus dem ahrtal als er während einer pressekonferenz im hintergrund lachte,1
Armin Laschet,deutscher politiker,1
Armin Laschet,ehemaliger kanzlerkandidat,1
Barack Obama,usa,5
Barack Obama,präsident,3
Barack Obama,amerikaner,2
Barack Obama,obamacare,2
Barack Obama,demokrat,2
Barack Obama,politiker,2
Barack Obama,friedensnobelpreis,2
Barack Obama,us-präsident,2
Barack Obama,weißes haus,2
Barack Obama,schwarz,2
Barack Obama,afroamerikaner,1
Barack Obama,erster schwarzer us-präsident,1
Barack Obama,verheiratet,1
Barack Obama,ehemaliger amerikanischer präsident,1
Barack Obama,hat die gesundheitsreform dort eingeführt,1
Barack Obama,sehr charismatisch,1
Barack Obama,ein vorbild,1
Barack Obama,waffenexporte,1
Barack Obama,ehemaliger us-präsident,1
Barack Obama,erster farbiger us-präsident,1
Barack Obama,kriegsverbrecher,1
Barack Obama,geschichte,1
Barack Obama,hunde,1
Barack Obama,politik,1
Barack Obama,erster people-of-color-präsident,1
Barack Obama,klug,1
Barack Obama,gebildet,1
Barack Obama,wiedergewählt,1
Barack Obama,ehemaliger us-amerikanischer präsident,1
Barack Obama,sympathisch,1
Barack Obama,schade dass er nicht mehr im amt ist,1
Barack Obama,ehemaliger präsident,1
Barack Obama,michelle obama,1
Barack Obama,ex-präsident,1
Barack Obama,erster schwarzer präsident der usa,1
Barack Obama,netflix-film,1
Barack Obama,demokraten,1
Barack Obama,drohenkönig,1
Barack Obama,friedensnobelpreisträger,1
Barack Obama,us-präsident 2008 bis 2016,1
Barack Obama,yes we can,1
Barack Obama,gute reden,1
Barack Obama,potus,1
Barack Obama,moderat,1
Barack Obama,souverän,1
Bastian Schweinsteiger,fußball,6
Bastian Schweinsteiger,fc bayern,6
Bastian Schweinsteiger,weltmeister,5
Bastian Schweinsteiger,fußballer,4
Bastian Schweinsteiger,bayern münchen,3
Bastian Schweinsteiger,bayern,2
Bastian Schweinsteiger,manchester united,2
Bastian Schweinsteiger,blond,2
Bastian Schweinsteiger,nationalmannschaft,2
Bastian Schweinsteiger,gutaussehend,2
Bastian Schweinsteiger,erfolg,1
Bastian Schweinsteiger,deutscher nationalspieler,1
Bastian Schweinsteiger,nationallmanschaft,1
Bastian Schweinsteiger,legende,1
Bastian Schweinsteiger,alt geworden,1
Bastian Schweinsteiger,funny frisch-werbung,1
Bastian Schweinsteiger,ex-fußballer,1
Bastian Schweinsteiger,leistungsträger,1
Bastian Schweinsteiger,kämpfer,1
Bastian Schweinsteiger,mittelfeldspieler,1
Bastian Schweinsteiger,england,1
Bastian Schweinsteiger,deutscher fußballspieler,1
Bastian Schweinsteiger,weltmeisterschaft 2014,1
Bastian Schweinsteiger,kapitän,1
Bastian Schweinsteiger,ehermaliger fußballer,1
Bastian Schweinsteiger,tv-experte,1
Bastian Schweinsteiger,nationalelf,1
Bastian Schweinsteiger,ehemaliger fußballspieler,1
Bastian Schweinsteiger,kommentator,1
Bastian Schweinsteiger,analyst,1
Bastian Schweinsteiger,"""schweini""",1
Bill Gates,microsoft,9
Bill Gates,reich,7
Bill Gates,windows,3
Bill Gates,computer,2
Bill Gates,unternehmer,2
Bill Gates,multimilliardär,1
Bill Gates,verschwörungen,1
Bill Gates,epstein,1
Bill Gates,amerika,1
Bill Gates,milliardär,1
Bill Gates,it,1
Bill Gates,viel geld,1
Bill Gates,stiftung,1
Bill Gates,berühmt,1
Bill Gates,antichrist,1
Bill Gates,kapitalist,1
Bill Gates,steve jobs,1
Bill Gates,geschieden,1
Bill Gates,master-mind,1
Bill Gates,philantrophist,1
Bill Gates,opfer von verschwörungserzählungen,1
Bill Gates,pionier,1
Bill Gates,computerentwickler,1
Bill Gates,mächtig,1
Bill Gates,sehr reich,1
Bill Gates,us-amerikaner,1
Bill Gates,erfinder,1
Bill Gates,corona-verschwörungen,1
Bill Gates,wohltätigkeit,1
Bill Gates,verschwörung (chips und corona),1
Bill Gates,atomenergie,1
Bill Gates,philanthrop,1
Bill Gates,gründer von microsoft,1
Bill Gates,bill and melinda gates foundation,1
Bill Gates,im zentrum zahlreicher verschwörungstheorien,1
Bill Gates,einer der reichsten menschen der welt,1
Bill Gates,epstein island,1
Bill Gates,clippy,1
Bill Gates,wef,1
Bill Gates,corona vaccines,1
Bill Gates,bluescreens,1
Björn Höcke,afd,11
Björn Höcke,politiker,4
Björn Höcke,faschist,4
Björn Höcke,nazi,3
Björn Höcke,thüringen,2
Björn Höcke,rechtsextrem,2
Björn Höcke,rassismus,1
Björn Höcke,gefahr,1
Björn Höcke,geschichtslehrer,1
Björn Höcke,rechts,1
Björn Höcke,populist,1
Björn Höcke,"""politiker""",1
Björn Höcke,regieren,1
Björn Höcke,cdu,1
Björn Höcke,ost,1
Björn Höcke,politker,1
Björn Höcke,unheimlich,1
Björn Höcke,verfassungsschutz,1
Björn Höcke,rechtspopulist,1
Björn Höcke,gefahr für die deutschland,1
Björn Höcke,sächsischer politiker,1
Björn Höcke,rechtsnational,1
Bodo Ramelow,thüringen,4
Bodo Ramelow,ministerpräsident,4
Bodo Ramelow,politiker,2
Bodo Ramelow,linke,2
Bodo Ramelow,die linke,2
Bodo Ramelow,thüringischer ministerpräsident,1
Bodo Ramelow,spd oder linke?,1
Bodo Ramelow,älterer mann,1
Bodo Ramelow,was mit fußball,1
Bodo Ramelow,integer,1
Bodo Ramelow,unkonventionell,1
Bodo Ramelow,ex-gewerkschafter,1
Bodo Ramelow,braunes haar,1
Bodo Ramelow,erfurt,1
Bodo Ramelow,ministerpräsident von thüringen,1
Bodo Ramelow,sympathisch,1
Cem Özdemir,grüne,7
Cem Özdemir,politiker,5
Cem Özdemir,politik,3
Cem Özdemir,minister,3
Cem Özdemir,bauernproteste,2
Cem Özdemir,umwelt,1
Cem Özdemir,bauern,1
Cem Özdemir,assimilation,1
Cem Özdemir,lase,1
Cem Özdemir,fährt mit dem fahrrad auf die arbeit,1
Cem Özdemir,ernährung,1
Cem Özdemir,südländer,1
Cem Özdemir,agrikultur,1
Cem Özdemir,landwirtschaftsminister,1
Cem Özdemir,grünen,1
Cem Özdemir,ruhig,1
Cem Özdemir,angenehm,1
Cem Özdemir,die grüne,1
Cem Özdemir,energiewende,1
Cem Özdemir,türkei,1
Cem Özdemir,spd,1
Cem Özdemir,traktor,1
Cem Özdemir,türkische abstammung,1
Cem Özdemir,bündnis die grünen,1
Cem Özdemir,agrarministerium,1
Cem Özdemir,fahrrad,1
Cem Özdemir,agrarminister,1
Cem Özdemir,fährt mit dem fahrrad zum bundestag,1
Cem Özdemir,deutscher landwirtschaftsminister,1
Cem Özdemir,stuttgart,1
Christian Drosten,corona,6
Christian Drosten,virologe,6
Christian Drosten,wissenschaftler,3
Christian Drosten,wissenschaft,2
Christian Drosten,professor,2
Christian Drosten,charité,2
Christian Drosten,ambivalent,1
Christian Drosten,lockenkopf,1
Christian Drosten,corona-update-podcast,1
Christian Drosten,wissenschaflter,1
Christian Drosten,medien,1
Christian Drosten,charité berlin,1
Christian Drosten,kompetenz,1
Christian Drosten,wissen,1
Christian Drosten,politik,1
Christian Drosten,doktor,1
Christian Drosten,pandemie,1
Christian Drosten,pcr-test,1
Christian Drosten,epidemiologe,1
Christian Drosten,covid,1
Christian Drosten,experte,1
Christian Drosten,podcast,1
Christian Drosten,berliner charité,1
Christian Drosten,führender experte für das coronavirus,1
Christian Drosten,deutscher virologe,1
Christian Lindner,fdp,11
Christian Lindner,finanzminister,7
Christian Lindner,politiker,4
Christian Lindner,suspekt,1
Christian Lindner,schuldenbremsengegner,1
Christian Lindner,fdp politiker,1
Christian Lindner,gutaussehend,1
Christian Lindner,steht für den abbau von bürokratie,1
Christian Lindner,konservativ,1
Christian Lindner,weltfremder liberaler,1
Christian Lindner,neoliberal,1
Christian Lindner,reaktionär,1
Christian Lindner,bildung,1
Christian Lindner,politik,1
Christian Lindner,parteivorsitzender,1
Christian Lindner,wirtschaftsliberal,1
Christian Lindner,unehrlich,1
Christian Lindner,schuldenbremse,1
Christian Lindner,sachlich,1
Christian Lindner,deutschland,1
Christian Lindner,umstritten,1
Christian Lindner,bundestag,1
Christian Lindner,haartransplantat,1
Christian Lindner,meritokratie,1
Christian Lindner,minister,1
Christian Lindner,korruption,1
Christian Lindner,haushaltssperre,1
Christian Lindner,fdp-politiker,1
Christian Lindner,bundesfinanzminister,1
Christian Lindner,porschefahrer,1
Christian Lindner,karriere-politiker,1
Christian Lindner,unglaubwürdig,1
Frank-Walter Steinmeier,bundespräsident,10
Frank-Walter Steinmeier,spd,6
Frank-Walter Steinmeier,politiker,3
Frank-Walter Steinmeier,deutschland,3
Frank-Walter Steinmeier,politik,3
Frank-Walter Steinmeier,cdu,2
Frank-Walter Steinmeier,brillenträger,1
Frank-Walter Steinmeier,grauhaarig,1
Frank-Walter Steinmeier,sehr fair,1
Frank-Walter Steinmeier,bundesminister,1
Frank-Walter Steinmeier,agenda 2010,1
Frank-Walter Steinmeier,kurnatz,1
Frank-Walter Steinmeier,neoliberal,1
Frank-Walter Steinmeier,moskau-connection,1
Frank-Walter Steinmeier,undurchsichtig,1
Frank-Walter Steinmeier,sehr engagiert,1
Frank-Walter Steinmeier,sehr bürgernah,1
Frank-Walter Steinmeier,sehr verständig,1
Frank-Walter Steinmeier,sehr geeignet für dieses wichtige amt,1
Frank-Walter Steinmeier,berlin,1
Frank-Walter Steinmeier,brille,1
Frank-Walter Steinmeier,nichtssagend,1
Frank-Walter Steinmeier,kanzlerkandidat,1
Frank-Walter Steinmeier,minister,1
Frank-Walter Steinmeier,präsident von deutschland,1
Frank-Walter Steinmeier,langweilige reden,1
Frank-Walter Steinmeier,unsympathisch,1
Franz Josef Strauß,csu,4
Franz Josef Strauß,politiker,3
Franz Josef Strauß,bayern,3
Franz Josef Strauß,verstorben,2
Franz Josef Strauß,ehemaliger bayerischer ministerpräsident,1
Franz Josef Strauß,milliardenkredit an ddr,1
Franz Josef Strauß,konrad adenauer,1
Franz Josef Strauß,bundesminister,1
Franz Josef Strauß,parteivorsitzender,1
Franz Josef Strauß,ministerpräsident,1
Franz Josef Strauß,legende,1
Franz Josef Strauß,intelligent,1
Franz Josef Strauß,machtmensch,1
Franz Josef Strauß,korpulent-stattlich,1
Franz Josef Strauß,tod,1
Franz Josef Strauß,2 dm-stück,1
Franz Josef Strauß,korruption,1
Franz Josef Strauß,ehemaliger bayrischer ministerpräsident,1
Franz Josef Strauß,kanzlerkandidat,1
Franz Josef Strauß,finanzminister westdeutschlands in den fünfzigern,1
Franz Josef Strauß,bayer,1
Franz Josef Strauß,sein kopf war auf dem 2- oder 5-markstück,1
Franz Josef Strauß,wirtschaftswunder,1
Franz Josef Strauß,zigarre?,1
Franziska Giffey,spd,7
Franziska Giffey,berlin,3
Franziska Giffey,politikerin,2
Franziska Giffey,familienminister,1
Franziska Giffey,politiker,1
Franziska Giffey,kabinett merkel,1
Franziska Giffey,bürgermeisterin berlin,1
Franziska Giffey,plagiat,1
Franziska Giffey,ehemalige familienministerin,1
Franziska Giffey,kinderstimme,1
Franziska Giffey,frau,1
Franziska Giffey,doktorarbeit,1
Franziska Giffey,wahlprobleme,1
Franziska Giffey,stellvertretende bürgermeisterin in berlin,1
Franziska Giffey,ehemals neukölln,1
Franziska Giffey,ehemals bundesministerin,1
Frauke Petry,afd,5
Frauke Petry,politikerin,3
Frauke Petry,nazi,2
Frauke Petry,rechts,2
Frauke Petry,habe ich als etwas dämlich abgespeichert,1
Frauke Petry,politik,1
Frauke Petry,konservativ,1
Frauke Petry,fdp-vorsitzende,1
Frauke Petry,osten,1
Frauke Petry,sechsfache mutter,1
Frauke Petry,unsympathisch,1
Frauke Petry,frühe afd,1
Frauke Petry,kurze haare,1
Frauke Petry,ehemalige afd-politikerin,1
Frauke Petry,wurde rausgeschmissen,1
Frauke Petry,"hat ""die blauen"" gegründet?",1
Frauke Petry,gutes englisch,1
Frauke Petry,ex-afd,1
Frauke Petry,steuerhinterziehung,1
Fredi Bobic,fußballer,2
Fredi Bobic,fc bayern,2
Fredi Bobic,manager,2
Fredi Bobic,ehemaliger fußballer,2
Fredi Bobic,nationalspieler,1
Fredi Bobic,ex-fußballspieler,1
Fredi Bobic,vfb stuttgart,1
Fredi Bobic,bundesliga,1
Fredi Bobic,aktuell manager glaube ich,1
Fredi Bobic,recht unscheinbar in meiner bubble,1
Fredi Bobic,fußballspieler,1
Fredi Bobic,fußballmanager,1
Fredi Bobic,hertha bsc,1
Friedrich Merz,cdu,7
Friedrich Merz,politiker,4
Friedrich Merz,lobbyist,2
Friedrich Merz,vorsitzender der cdu,2
Friedrich Merz,populist,2
Friedrich Merz,mittelstand,1
Friedrich Merz,privatjet,1
Friedrich Merz,black rock,1
Friedrich Merz,sexismus,1
Friedrich Merz,ausländerfeindlichkeit,1
Friedrich Merz,minister,1
Friedrich Merz,opposition,1
Friedrich Merz,aktueller cdu-chef,1
Friedrich Merz,rechts-radikal,1
Friedrich Merz,afd-freund,1
Friedrich Merz,csu,1
Friedrich Merz,koalitionsführer im bundestag,1
Friedrich Merz,altbacken,1
Friedrich Merz,arrogant,1
Friedrich Merz,ideenlos,1
Friedrich Merz,regieren,1
Friedrich Merz,schlimm,1
Friedrich Merz,groß,1
Friedrich Merz,brille,1
Friedrich Merz,privatflieger,1
Friedrich Merz,potenzieller kanzlerkandidat,1
Friedrich Merz,schwierige positionen,1
Friedrich Merz,rechts,1
Friedrich Merz,sauerland,1
George Bush,usa,5
George Bush,9/11,4
George Bush,präsident,3
George Bush,republikaner,3
George Bush,politiker,2
George Bush,kriegsverbrecher,2
George Bush,us-präsident,2
George Bush,irakkrieg,2
George Bush,amerika,1
George Bush,9. september,1
George Bush,irak,1
George Bush,lügner,1
George Bush,ehemaliger us-präsident,1
George Bush,gibt es als senior und junior,1
George Bush,amerikanischer präsident,1
George Bush,dumm,1
George Bush,rückschrittlich,1
George Bush,idiot,1
George Bush,ehemaliger us präsident,1
George Bush,patzer,1
George Bush,bill clinton,1
George Bush,weiße haus,1
George Bush,irak-krieg,1
George Bush,weitsicht,1
George Bush,wiedergewählt,1
George Bush,"george ""w."" bush",1
George Bush,ehemaliger us-amierikanischer präsident,1
George Bush,weißes haus,1
George Bush,ehemaliger präsident,1
George Bush,politik,1
George Bush,ex-präsident,1
George Bush,texas,1
George Bush,ex-präsident der usa,1
George Bush,konservativ,1
George Bush,öl-krieg,1
George Bush,gibts in der version junior und senior,1
George Bush,ehemaliger präsident der usa,1
George Bush,potus,1
George Bush,patriot act,1
George Bush,gefälschte beweise,1
Gerhard Schröder,spd,9
Gerhard Schröder,bundeskanzler,4
Gerhard Schröder,russland,4
Gerhard Schröder,politiker,4
Gerhard Schröder,gazprom,3
Gerhard Schröder,deutschland,2
Gerhard Schröder,ehemaliger bundeskanzler,2
Gerhard Schröder,ex-kanzler,2
Gerhard Schröder,putin,2
Gerhard Schröder,vorstandsmitglied,1
Gerhard Schröder,bundeskanzler außer dienst,1
Gerhard Schröder,russlandaffäre,1
Gerhard Schröder,lobbyist,1
Gerhard Schröder,russischer kolarobateur,1
Gerhard Schröder,landesverräter,1
Gerhard Schröder,funktionär,1
Gerhard Schröder,neoliberal,1
Gerhard Schröder,agenda 2010,1
Gerhard Schröder,russland-freund,1
Gerhard Schröder,aggressiv,1
Gerhard Schröder,rücksichtslos,1
Gerhard Schröder,oft verheiratet,1
Gerhard Schröder,alt-kanzler,1
Gerhard Schröder,ist für die wirtschaft tätig,1
Gerhard Schröder,nicht unumstritten,1
Gerhard Schröder,negativschlagzeilen,1
Gerhard Schröder,politik,1
Gerhard Schröder,altkanzler,1
Gerhard Schröder,niedersächsischer ex-ministerpräsident,1
Gerhard Schröder,korruption,1
Gerhard Schröder,russisches öl,1
Gerhard Schröder,toupet,1
Gerhard Schröder,flasche bier,1
Gerhard Schröder,deutscher kanzler während der nuller jahre,1
Gerhard Schröder,vater der hartziv-gesetze,1
Gerhard Schröder,abbau von arbeitnehmerrechten,1
Gerhard Schröder,abbau von sozialleistungen,1
Gerhard Schröder,genosse der bosse,1
Gerhard Schröder,gazprom-aufsichtsrat,1
Gerhard Schröder,eine flasche bier,1
Gerhard Schröder,lupenreiner demokrat,1
Greta Thunberg,fridays for future,9
Greta Thunberg,aktivistin,5
Greta Thunberg,klimaaktivistin,4
Greta Thunberg,umwelt,3
Greta Thunberg,schweden,3
Greta Thunberg,how dare you,2
Greta Thunberg,autistin,2
Greta Thunberg,jung,2
Greta Thunberg,segeln,1
Greta Thunberg,ambivalenz,1
Greta Thunberg,autismus,1
Greta Thunberg,umweltschutz,1
Greta Thunberg,asperga-syndrom,1
Greta Thunberg,palästinenser-sympathisantin,1
Greta Thunberg,seegelfahrt nach new york,1
Greta Thunberg,asperger,1
Greta Thunberg,schulstreik,1
Greta Thunberg,politik,1
Greta Thunberg,grün,1
Greta Thunberg,stursinnig,1
Greta Thunberg,proteste,1
Greta Thunberg,klimawandel,1
Greta Thunberg,twitter,1
Greta Thunberg,trump,1
Greta Thunberg,future,1
Greta Thunberg,junge frau,1
Greta Thunberg,engstirning,1
Greta Thunberg,schwedin,1
Greta Thunberg,klimaschutz,1
Guido Westerwelle,fdp,8
Guido Westerwelle,politiker,3
Guido Westerwelle,verstorben,2
Guido Westerwelle,ehemaliger politiker,2
Guido Westerwelle,leukämie,2
Guido Westerwelle,fallschirmsprung,1
Guido Westerwelle,kabinett,1
Guido Westerwelle,merkel,1
Guido Westerwelle,ex-fdp,1
Guido Westerwelle,vize-kanzler,1
Guido Westerwelle,clown,1
Guido Westerwelle,ex-außenminister,1
Guido Westerwelle,ehemaliger parteivorsitzender,1
Guido Westerwelle,bundestagsreden,1
Guido Westerwelle,außenminister,1
Guido Westerwelle,vizekanzler,1
Guido Westerwelle,schwul,1
Guido Westerwelle,nicht mehr aktiv,1
Guido Westerwelle,ehemaliger außenminister,1
Heiko Maas,politiker,6
Heiko Maas,spd,5
Heiko Maas,minister außer dienst,1
Heiko Maas,brillenträger,1
Heiko Maas,soziales,1
Heiko Maas,gutaussehend,1
Heiko Maas,lobbyist,1
Heiko Maas,außenpolitiker,1
Heiko Maas,cdu?,1
Heiko Maas,ex-außenminister,1
Heiko Maas,windig,1
Heiko Maas,inkompetent,1
Heiko Maas,jurist,1
Heiko Maas,fragwürdig,1
Heiko Maas,farblos,1
Heiko Maas,politik,1
Heiko Maas,konservativ,1
Heiko Maas,korruption,1
Heiko Maas,justizminister,1
Heiko Maas,spd-politiker,1
Heiko Maas,ehemaliger außenminister,1
Heiko Maas,gutsitzender anzug,1
Heiko Maas,bundestagsabgeordneter,1
Heinz-Christian Strache,österreich,2
Heinz-Christian Strache,ibiza-video,2
Heinz-Christian Strache,fpö,1
Heinz-Christian Strache,ibiza-skandal,1
Heinz-Christian Strache,kriminell,1
Heinz-Christian Strache,rechts,1
Heinz-Christian Strache,politik,1
Heinz-Christian Strache,österreichischer politiker?,1
Heinz-Christian Strache,kronenzeitung,1
Heinz-Christian Strache,ibiza,1
Heinz-Christian Strache,zurückgetretener politiker,1
Heinz-Christian Strache,bestechung,1
Heinz-Christian Strache,kokain,1
